PRODUCT_ID,ORDER_ID,CUSTOMER_ID,REVIEW_SCORE,REVIEW_TEXT,REVIEW_ID,DATA_SOURCE,BATCH_ID,LOADED_AT
573,1,1,5,Review for product 573,,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
66,29000029,1000014,2,"Not bad, but not great. Standard quality.",1000088.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
929,31000031,1000016,3,Poor quality Payne Group Life. Complicated to use.,1000096.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
704,31000031,1000016,4,Not worth the price. Short battery life.,1000095.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
45,30000030,1000015,3,Had issues with Overpriced.,1000094.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
906,30000030,1000015,4,Disappointed with this Woods-Terrell In. Unappealing design.,1000093.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
112,30000030,1000015,2,Wouldn't recommend. Missing features.,1000092.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
944,30000030,1000015,2,Not worth the price. Overpriced.,1000091.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
816,30000030,1000015,3,Not worth the price. Short battery life.,1000090.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
658,29000029,1000014,5,Really happy with this purchase. Perfect fit and Excellent build quality.,1000089.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
904,28000028,1000014,3,Disappointed with this Contreras-Sanchez Task. Underperforms.,1000087.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
514,32000032,1000016,1,Excellent quality Harris-Walker Somebody. Excellent build quality.,1000098.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
120,28000028,1000014,5,Long battery life. Worth every penny!,1000086.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
963,28000028,1000014,1,Excellent quality Ramirez LLC Treatment. Easy to use.,1000085.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
88,28000028,1000014,1,"Not bad, but not great. Standard quality.",1000084.0,historic,a6a699ad-5a27-4836-889a-448d1780f715,2025-01-26 20:06:21
